msg,before,after
b'1\r\n',1582883740.2168255,1582883741.201162
b'0\r\n',1582883741.201162,1582883742.221831
b'1\r\n',1582883742.221831,1582883743.1942277
b'0\r\n',1582883743.1942277,1582883744.2272778
b'1\r\n',1582883744.2272778,1582883745.2129254
b'0\r\n',1582883745.2129254,1582883746.2393217
b'1\r\n',1582883746.2393217,1582883747.2700438
b'0\r\n',1582883747.2700438,1582883748.2440932
b'1\r\n',1582883748.2440932,1582883749.2648115
b'0\r\n',1582883749.2648115,1582883750.2467833
b'1\r\n',1582883750.2467833,1582883751.2690551
b'0\r\n',1582883751.2690551,1582883752.3077443
b'1\r\n',1582883752.3077443,1582883753.279687
b'0\r\n',1582883753.279687,1582883754.3144016
b'1\r\n',1582883754.3144016,1582883755.292177
b'0\r\n',1582883755.292177,1582883756.31346
b'1\r\n',1582883756.31346,1582883757.3388927
b'0\r\n',1582883757.3388927,1582883758.3129845
b'1\r\n',1582883758.3129845,1582883759.3452168
b'0\r\n',1582883759.3452168,1582883760.3310592
b'1\r\n',1582883760.3310592,1582883761.3659573
b'0\r\n',1582883761.3659573,1582883762.3449998
b'1\r\n',1582883762.3449998,1582883763.3653579
b'0\r\n',1582883763.3653579,1582883764.392479
b'1\r\n',1582883764.392479,1582883765.422545
b'0\r\n',1582883765.422545,1582883766.3876128
b'1\r\n',1582883766.3876128,1582883767.4302948
b'0\r\n',1582883767.4302948,1582883768.4485834
b'1\r\n',1582883768.4485834,1582883769.4294693
b'0\r\n',1582883769.4294693,1582883770.4566357
b'1\r\n',1582883770.4566357,1582883771.488397
b'0\r\n',1582883771.488397,1582883772.4589722
b'1\r\n',1582883772.4589722,1582883773.4918346
b'0\r\n',1582883773.4918346,1582883774.4783483
b'1\r\n',1582883774.4783483,1582883775.4992507
b'0\r\n',1582883775.4992507,1582883776.476311
b'1\r\n',1582883776.476311,1582883777.507013
b'0\r\n',1582883777.507013,1582883778.4957244
b'1\r\n',1582883778.4957244,1582883779.5064654
b'0\r\n',1582883779.5064654,1582883780.546727
b'1\r\n',1582883780.546727,1582883781.522966
b'0\r\n',1582883781.522966,1582883782.5369093
b'1\r\n',1582883782.5369093,1582883783.522831
b'0\r\n',1582883783.522831,1582883784.5514026
b'1\r\n',1582883784.5514026,1582883785.5864162
b'0\r\n',1582883785.5864162,1582883786.6056647
b'1\r\n',1582883786.6056647,1582883787.5854816
b'0\r\n',1582883787.5854816,1582883788.5621192
b'1\r\n',1582883788.5621192,1582883789.6002102
b'0\r\n',1582883789.6002102,1582883790.6283152
b'1\r\n',1582883790.6283152,1582883791.6052942
b'0\r\n',1582883791.6052942,1582883792.6240058
b'1\r\n',1582883792.6240058,1582883793.6159842
b'0\r\n',1582883793.6159842,1582883794.6213198
b'1\r\n',1582883794.6213198,1582883795.6637516
b'0\r\n',1582883795.6637516,1582883796.6287386
b'1\r\n',1582883796.6287386,1582883797.6720252
b'0\r\n',1582883797.6720252,1582883798.7026658
b'1\r\n',1582883798.7026658,1582883799.6718774
b'0\r\n',1582883799.6718774,1582883800.697841
b'1\r\n',1582883800.697841,1582883801.6859927
b'0\r\n',1582883801.6859927,1582883802.6984074
b'1\r\n',1582883802.6984074,1582883803.6831586
b'0\r\n',1582883803.6831586,1582883804.7185516
b'1\r\n',1582883804.7185516,1582883805.6810336
b'0\r\n',1582883805.6810336,1582883806.7129283
b'1\r\n',1582883806.7129283,1582883807.691086
b'0\r\n',1582883807.691086,1582883808.7323542
b'1\r\n',1582883808.7323542,1582883809.7594924
b'0\r\n',1582883809.7594924,1582883810.7370968
b'1\r\n',1582883810.7370968,1582883811.759428
b'0\r\n',1582883811.759428,1582883812.8086655
b'1\r\n',1582883812.8086655,1582883813.7631288
b'0\r\n',1582883813.7631288,1582883814.7867794
b'1\r\n',1582883814.7867794,1582883815.7615414
b'0\r\n',1582883815.7615414,1582883816.7898612
b'1\r\n',1582883816.7898612,1582883817.82336
b'0\r\n',1582883817.82336,1582883818.7922232
b'1\r\n',1582883818.7922232,1582883819.8196185
b'0\r\n',1582883819.8196185,1582883820.843669
b'1\r\n',1582883820.843669,1582883821.8327062
b'0\r\n',1582883821.8327062,1582883822.8574123
b'1\r\n',1582883822.8574123,1582883823.8299277
b'0\r\n',1582883823.8299277,1582883824.8668988
b'1\r\n',1582883824.8668988,1582883825.8950791
b'0\r\n',1582883825.8950791,1582883826.8607044
b'1\r\n',1582883826.8607044,1582883827.8914187
b'0\r\n',1582883827.8914187,1582883828.9141772
b'1\r\n',1582883828.9141772,1582883829.893115
b'0\r\n',1582883829.893115,1582883830.9231741
b'1\r\n',1582883830.9231741,1582883831.9484046
b'0\r\n',1582883831.9484046,1582883832.9229767
b'1\r\n',1582883832.9229767,1582883833.9650269
b'0\r\n',1582883833.9650269,1582883834.982903
b'1\r\n',1582883834.982903,1582883835.9571464
b'0\r\n',1582883835.9571464,1582883836.9837785
b'1\r\n',1582883836.9837785,1582883837.9732444
b'0\r\n',1582883837.9732444,1582883838.9998028
b'1\r\n',1582883838.9998028,1582883839.966372
b'0\r\n',1582883839.966372,1582883840.9961073
b'1\r\n',1582883840.9961073,1582883841.9738884
b'0\r\n',1582883841.9738884,1582883843.0150578
b'1\r\n',1582883843.0150578,1582883844.0439165
b'0\r\n',1582883844.0439165,1582883845.0209525
b'1\r\n',1582883845.0209525,1582883846.03613
b'0\r\n',1582883846.03613,1582883847.0219495
b'1\r\n',1582883847.0219495,1582883848.0532908
b'0\r\n',1582883848.0532908,1582883849.025359
b'1\r\n',1582883849.025359,1582883850.0589185
b'0\r\n',1582883850.0589185,1582883851.0916727
b'1\r\n',1582883851.0916727,1582883852.0639093
b'0\r\n',1582883852.0639093,1582883853.0935247
b'1\r\n',1582883853.0935247,1582883854.0627415
b'0\r\n',1582883854.0627415,1582883855.0931268
b'1\r\n',1582883855.0931268,1582883856.1204624
b'0\r\n',1582883856.1204624,1582883857.1483407
b'1\r\n',1582883857.1483407,1582883858.1267576
b'0\r\n',1582883858.1267576,1582883859.1540222
b'1\r\n',1582883859.1540222,1582883860.1462882
b'0\r\n',1582883860.1462882,1582883861.1673667
b'1\r\n',1582883861.1673667,1582883862.1500666
b'0\r\n',1582883862.1500666,1582883863.1715183
b'1\r\n',1582883863.1715183,1582883864.140532
b'0\r\n',1582883864.140532,1582883865.1245039
b'1\r\n',1582883865.1245039,1582883866.1659284
b'0\r\n',1582883866.1659284,1582883867.1825852
b'1\r\n',1582883867.1825852,1582883868.1621523
b'0\r\n',1582883868.1621523,1582883869.1867926
b'1\r\n',1582883869.1867926,1582883870.2156518
b'0\r\n',1582883870.2156518,1582883871.1961753
b'1\r\n',1582883871.1961753,1582883872.2249968
b'0\r\n',1582883872.2249968,1582883873.2532513
b'1\r\n',1582883873.2532513,1582883874.2212746
b'0\r\n',1582883874.2212746,1582883875.262779
b'1\r\n',1582883875.262779,1582883876.2817755
b'0\r\n',1582883876.2817755,1582883877.2606986
b'1\r\n',1582883877.2606986,1582883878.2915585
b'0\r\n',1582883878.2915585,1582883879.2655532
b'1\r\n',1582883879.2655532,1582883880.286777
b'0\r\n',1582883880.286777,1582883881.2720544
b'1\r\n',1582883881.2720544,1582883882.3084495
b'0\r\n',1582883882.3092604,1582883883.2776344
b'1\r\n',1582883883.2776344,1582883884.3070366
b'0\r\n',1582883884.3070366,1582883885.3383217
b'1\r\n',1582883885.3383217,1582883886.3115447
b'0\r\n',1582883886.3115447,1582883887.343812
b'1\r\n',1582883887.343812,1582883888.3283572
b'0\r\n',1582883888.3283572,1582883889.352868
b'1\r\n',1582883889.352868,1582883890.3662915
b'0\r\n',1582883890.3662915,1582883891.3465717
b'1\r\n',1582883891.3465717,1582883892.389573
b'0\r\n',1582883892.389573,1582883893.4078803
b'1\r\n',1582883893.4078803,1582883894.3856072
b'0\r\n',1582883894.3856072,1582883895.4157453
b'1\r\n',1582883895.4157453,1582883896.3902476
b'0\r\n',1582883896.3902476,1582883897.4162402
b'1\r\n',1582883897.4162402,1582883898.452428
b'0\r\n',1582883898.452428,1582883899.418813
b'1\r\n',1582883899.418813,1582883900.4631
b'0\r\n',1582883900.4631,1582883901.4960725
b'1\r\n',1582883901.4960725,1582883902.4569411
b'0\r\n',1582883902.4569411,1582883903.4868543
b'1\r\n',1582883903.4868543,1582883904.4716973
b'0\r\n',1582883904.4716973,1582883905.4940264
b'1\r\n',1582883905.4940264,1582883906.5251791
b'0\r\n',1582883906.5251791,1582883907.5089679
b'1\r\n',1582883907.5089679,1582883908.5315945
b'0\r\n',1582883908.5315945,1582883909.561043
b'1\r\n',1582883909.561043,1582883910.536347
b'0\r\n',1582883910.536347,1582883911.568007
b'1\r\n',1582883911.568007,1582883912.5349724
b'0\r\n',1582883912.5349724,1582883913.5752187
b'1\r\n',1582883913.5752187,1582883914.5973094
b'0\r\n',1582883914.5973094,1582883915.5851474
b'1\r\n',1582883915.5851474,1582883916.6079724
b'0\r\n',1582883916.6079724,1582883917.5924904
b'1\r\n',1582883917.5924904,1582883918.6033008
b'0\r\n',1582883918.6033008,1582883919.6377625
b'1\r\n',1582883919.6377625,1582883920.6111734
b'0\r\n',1582883920.6111734,1582883921.6379235
b'1\r\n',1582883921.6379235,1582883922.6280768
b'0\r\n',1582883922.6280768,1582883923.643109
b'1\r\n',1582883923.643109,1582883924.6861315
b'0\r\n',1582883924.6861315,1582883925.6561558
b'1\r\n',1582883925.6561558,1582883926.686941
b'0\r\n',1582883926.686941,1582883927.663254
b'1\r\n',1582883927.663254,1582883928.6996253
b'0\r\n',1582883928.6996253,1582883929.663131
b'1\r\n',1582883929.663131,1582883930.6933532
b'0\r\n',1582883930.6933532,1582883931.7289581
b'1\r\n',1582883931.7289581,1582883932.698255
b'0\r\n',1582883932.698255,1582883933.736298
b'1\r\n',1582883933.736298,1582883934.7499614
b'0\r\n',1582883934.7499614,1582883935.7292612
b'1\r\n',1582883935.7292612,1582883936.7674024
b'0\r\n',1582883936.7674024,1582883937.738341
b'1\r\n',1582883937.738341,1582883938.7746491
b'0\r\n',1582883938.7746491,1582883939.7433355
b'1\r\n',1582883939.7433355,1582883940.770727
b'0\r\n',1582883940.770727,1582883941.7620578
b'1\r\n',1582883941.7620578,1582883942.7808115
b'0\r\n',1582883942.7808115,1582883943.8180265
b'1\r\n',1582883943.8180265,1582883944.7946641
b'0\r\n',1582883944.7946641,1582883945.810496
b'1\r\n',1582883945.810496,1582883946.791698
b'0\r\n',1582883946.791698,1582883947.8162181
b'1\r\n',1582883947.8162181,1582883948.801033
b'0\r\n',1582883948.801033,1582883949.8316553
b'1\r\n',1582883949.8316553,1582883950.8622184
b'0\r\n',1582883950.8622184,1582883951.831453
b'1\r\n',1582883951.831453,1582883952.8598473
b'0\r\n',1582883952.8598473,1582883953.8897367
b'1\r\n',1582883953.8897367,1582883954.8649874
b'0\r\n',1582883954.8649874,1582883955.903039
b'1\r\n',1582883955.903039,1582883956.9306977
b'0\r\n',1582883956.9306977,1582883957.9020364
b'1\r\n',1582883957.9020364,1582883958.938325
b'0\r\n',1582883958.938325,1582883959.9075346
b'1\r\n',1582883959.9075346,1582883960.9421208
b'0\r\n',1582883960.9421208,1582883961.965452
b'1\r\n',1582883961.965452,1582883962.938123
b'0\r\n',1582883962.938123,1582883963.9229505
b'1\r\n',1582883963.9229505,1582883964.960448
b'0\r\n',1582883964.960448,1582883965.988008
b'1\r\n',1582883965.988008,1582883966.9655414
b'0\r\n',1582883966.9655414,1582883967.9832714
b'1\r\n',1582883967.9832714,1582883968.9694538
b'0\r\n',1582883968.9694538,1582883969.993118
b'1\r\n',1582883969.993118,1582883971.0171378
b'0\r\n',1582883971.0171378,1582883971.9998372
b'1\r\n',1582883971.9998372,1582883973.0278513
b'0\r\n',1582883973.0278513,1582883974.0590198
b'1\r\n',1582883974.0590198,1582883975.035748
b'0\r\n',1582883975.035748,1582883976.061257
b'1\r\n',1582883976.061257,1582883977.0895324
b'0\r\n',1582883977.0895324,1582883978.0689175
b'1\r\n',1582883978.0689175,1582883979.1011317
b'0\r\n',1582883979.1011317,1582883980.0671241
b'1\r\n',1582883980.0671241,1582883981.0991461
b'0\r\n',1582883981.0991461,1582883982.0843441
b'1\r\n',1582883982.0843441,1582883983.11098
b'0\r\n',1582883983.11098,1582883984.0806942
b'1\r\n',1582883984.0806942,1582883985.1158817
b'0\r\n',1582883985.1158817,1582883986.138796
b'1\r\n',1582883986.138796,1582883987.1239483
b'0\r\n',1582883987.1239483,1582883988.1401012
b'1\r\n',1582883988.1401012,1582883989.1251225
b'0\r\n',1582883989.1251225,1582883990.1497777
b'1\r\n',1582883990.1497777,1582883991.179196
b'0\r\n',1582883991.179196,1582883992.155407
b'1\r\n',1582883992.155407,1582883993.1858964
b'0\r\n',1582883993.1858964,1582883994.2087693
b'1\r\n',1582883994.2087693,1582883995.1881764
b'0\r\n',1582883995.1881764,1582883996.2129953
b'1\r\n',1582883996.2129953,1582883997.2429602
b'0\r\n',1582883997.2429602,1582883998.2202637
b'1\r\n',1582883998.2202637,1582883999.2528307
b'0\r\n',1582883999.2528307,1582884000.2258768
b'1\r\n',1582884000.2258768,1582884001.2671127
b'0\r\n',1582884001.2671127,1582884002.2479198
b'1\r\n',1582884002.2479198,1582884003.2624087
b'0\r\n',1582884003.2624087,1582884004.2419221
b'1\r\n',1582884004.2419221,1582884005.2771626
b'0\r\n',1582884005.2771626,1582884006.2945313
b'1\r\n',1582884006.2945313,1582884007.263334
b'0\r\n',1582884007.263334,1582884008.3063498
b'1\r\n',1582884008.3063498,1582884009.3343468
b'0\r\n',1582884009.3343468,1582884010.313837
b'1\r\n',1582884010.313837,1582884011.3368514
b'0\r\n',1582884011.3368514,1582884012.311969
b'1\r\n',1582884012.311969,1582884013.344206
b'0\r\n',1582884013.344206,1582884014.3199809
b'1\r\n',1582884014.3199809,1582884015.355316
b'0\r\n',1582884015.355316,1582884016.3259304
b'1\r\n',1582884016.3259304,1582884017.3509195
b'0\r\n',1582884017.3509195,1582884018.387711
b'1\r\n',1582884018.387711,1582884019.3739495
b'0\r\n',1582884019.3739495,1582884020.3428552
b'1\r\n',1582884020.3428552,1582884021.3769422
b'0\r\n',1582884021.3769422,1582884022.3573034
b'1\r\n',1582884022.3573034,1582884023.3794727
b'0\r\n',1582884023.3794727,1582884024.406944
b'1\r\n',1582884024.406944,1582884025.385188
b'0\r\n',1582884025.385188,1582884026.421198
b'1\r\n',1582884026.421198,1582884027.3967373
b'0\r\n',1582884027.3967373,1582884028.4275637
b'1\r\n',1582884028.4275637,1582884029.3976784
b'0\r\n',1582884029.3976784,1582884030.4190452
b'1\r\n',1582884030.4190452,1582884031.4094386
b'0\r\n',1582884031.4094386,1582884032.4340267
b'1\r\n',1582884032.4340267,1582884033.4598796
b'0\r\n',1582884033.4598796,1582884034.4430912
b'1\r\n',1582884034.4430912,1582884035.4701009
b'0\r\n',1582884035.4701009,1582884036.4862313
b'1\r\n',1582884036.4862313,1582884037.475882
b'0\r\n',1582884037.475882,1582884038.5046825
b'1\r\n',1582884038.5046825,1582884039.4823916
b'0\r\n',1582884039.4823916,1582884040.5169485
b'1\r\n',1582884040.5169485,1582884041.492881
b'0\r\n',1582884041.492881,1582884042.505942
b'1\r\n',1582884042.505942,1582884043.550309
b'0\r\n',1582884043.550309,1582884044.5243635
b'1\r\n',1582884044.5243635,1582884045.5426886
b'0\r\n',1582884045.5426886,1582884046.5280595
b'1\r\n',1582884046.5280595,1582884047.5931733
b'0\r\n',1582884047.5931733,1582884048.5764964
b'1\r\n',1582884048.5764964,1582884049.5616927
b'0\r\n',1582884049.5616927,1582884050.5896857
b'1\r\n',1582884050.5896857,1582884051.6181426
b'0\r\n',1582884051.6181426,1582884052.578478
b'1\r\n',1582884052.578478,1582884053.6082187
b'0\r\n',1582884053.6082187,1582884054.645685
b'1\r\n',1582884054.645685,1582884055.6163235
b'0\r\n',1582884055.6163235,1582884056.6573348
b'1\r\n',1582884056.6573348,1582884057.6363282
b'0\r\n',1582884057.6363282,1582884058.6636174
b'1\r\n',1582884058.6636174,1582884059.6368499
b'0\r\n',1582884059.6368499,1582884060.659498
b'1\r\n',1582884060.659498,1582884061.6889884
b'0\r\n',1582884061.6889884,1582884062.665767
b'1\r\n',1582884062.665767,1582884063.70521
b'0\r\n',1582884063.70521,1582884064.6865356
b'1\r\n',1582884064.6865356,1582884065.702
b'0\r\n',1582884065.702,1582884066.737951
b'1\r\n',1582884066.737951,1582884067.7142599
b'0\r\n',1582884067.7142599,1582884068.7412398
b'1\r\n',1582884068.7412398,1582884069.7149975
b'0\r\n',1582884069.7149975,1582884070.7417538
b'1\r\n',1582884070.7417538,1582884071.7692068
b'0\r\n',1582884071.7692068,1582884072.745963
b'1\r\n',1582884072.745963,1582884073.7885942
b'0\r\n',1582884073.7885942,1582884074.8047647
b'1\r\n',1582884074.8047647,1582884075.7806916
b'0\r\n',1582884075.7806916,1582884076.8212206
b'1\r\n',1582884076.8212206,1582884077.802624
b'0\r\n',1582884077.802624,1582884078.8169723
b'1\r\n',1582884078.8169723,1582884079.806205
b'0\r\n',1582884079.806205,1582884080.8337617
b'1\r\n',1582884080.8337617,1582884081.8586981
b'0\r\n',1582884081.8586981,1582884082.829198
b'1\r\n',1582884082.829198,1582884083.8631587
b'0\r\n',1582884083.8631587,1582884084.8462129
b'1\r\n',1582884084.8462129,1582884085.8802075
b'0\r\n',1582884085.8802075,1582884086.8461823
b'1\r\n',1582884086.8461823,1582884087.8872077
b'0\r\n',1582884087.8872077,1582884088.8544688
b'1\r\n',1582884088.8544688,1582884089.8862355
b'0\r\n',1582884089.8862355,1582884090.9152696
b'1\r\n',1582884090.9152696,1582884091.90023
b'0\r\n',1582884091.90023,1582884092.9143915
b'1\r\n',1582884092.9143915,1582884093.9450297
b'0\r\n',1582884093.9450297,1582884094.9249432
b'1\r\n',1582884094.9249432,1582884095.9564075
b'0\r\n',1582884095.9564075,1582884096.9272442
b'1\r\n',1582884096.9272442,1582884097.9621499
b'0\r\n',1582884097.9621499,1582884098.9390852
b'1\r\n',1582884098.9390852,1582884099.9638572
b'0\r\n',1582884099.9638572,1582884100.9813423
b'1\r\n',1582884100.9813423,1582884101.9751446
b'0\r\n',1582884101.9751446,1582884102.99963
b'1\r\n',1582884102.99963,1582884103.984113
b'0\r\n',1582884103.984113,1582884105.003638
b'1\r\n',1582884105.003638,1582884105.9921203
b'0\r\n',1582884105.9921203,1582884107.0172005
b'1\r\n',1582884107.0172005,1582884108.0355265
b'0\r\n',1582884108.0355265,1582884109.0221493
b'1\r\n',1582884109.0221493,1582884110.0470715
b'0\r\n',1582884110.0470715,1582884111.0313454
b'1\r\n',1582884111.0313454,1582884112.0515742
b'0\r\n',1582884112.0515742,1582884113.0756962
b'1\r\n',1582884113.0756962,1582884114.05739
b'0\r\n',1582884114.05739,1582884115.0884194
b'1\r\n',1582884115.0884194,1582884116.0589075
b'0\r\n',1582884116.0589075,1582884117.0857348
b'1\r\n',1582884117.0857348,1582884118.074108
b'0\r\n',1582884118.074108,1582884119.100201
b'1\r\n',1582884119.100201,1582884120.0780554
b'0\r\n',1582884120.0780554,1582884121.1001503
b'1\r\n',1582884121.1001503,1582884122.1352365
b'0\r\n',1582884122.1352365,1582884123.105509
b'1\r\n',1582884123.105509,1582884124.1361282
b'0\r\n',1582884124.1361282,1582884125.163567
b'1\r\n',1582884125.163567,1582884126.1511664
b'0\r\n',1582884126.1511664,1582884127.1666188
b'1\r\n',1582884127.1666188,1582884128.153753
b'0\r\n',1582884128.153753,1582884129.1861668
b'1\r\n',1582884129.1861668,1582884130.199632
b'0\r\n',1582884130.199632,1582884131.1842344
b'1\r\n',1582884131.1842344,1582884132.2026997
b'0\r\n',1582884132.2026997,1582884133.1833985
b'1\r\n',1582884133.1833985,1582884134.2251816
b'0\r\n',1582884134.2251816,1582884135.240877
b'1\r\n',1582884135.240877,1582884136.2247727
b'0\r\n',1582884136.2247727,1582884137.250165
b'1\r\n',1582884137.250165,1582884138.2224388
b'0\r\n',1582884138.2224388,1582884139.250402
b'1\r\n',1582884139.250402,1582884140.2931688
b'0\r\n',1582884140.2931688,1582884141.2548718
b'1\r\n',1582884141.2548718,1582884142.2961435
b'0\r\n',1582884142.2961435,1582884143.3085694
b'1\r\n',1582884143.3085694,1582884144.3433075
b'0\r\n',1582884144.3433075,1582884145.3246984
b'1\r\n',1582884145.3246984,1582884146.3569825
b'0\r\n',1582884146.3569825,1582884147.3290637
b'1\r\n',1582884147.3290637,1582884148.3489683
b'0\r\n',1582884148.3489683,1582884149.379041
b'1\r\n',1582884149.379041,1582884150.3501961
b'0\r\n',1582884150.3501961,1582884151.3349085
b'1\r\n',1582884151.3349085,1582884152.374738
b'0\r\n',1582884152.374738,1582884153.400341
b'1\r\n',1582884153.400341,1582884154.3792276
b'0\r\n',1582884154.3792276,1582884155.3899288
b'1\r\n',1582884155.3899288,1582884156.3756788
b'0\r\n',1582884156.3756788,1582884157.4038024
b'1\r\n',1582884157.4038024,1582884158.392538
b'0\r\n',1582884158.392538,1582884159.4172702
b'1\r\n',1582884159.4172702,1582884160.3812044
b'0\r\n',1582884160.3812044,1582884161.4218614
b'1\r\n',1582884161.4218614,1582884162.4433024
b'0\r\n',1582884162.4433024,1582884163.4215143
b'1\r\n',1582884163.4215143,1582884164.4596195
